customer_id,first_name,last_name,gender,birth_year,customer_segment,kyc_status,signup_date,acquisition_channel,home_governorate,home_city
C010664,Mariam,Shawky,Female,1987,Mass,Verified,2023-03-19,Agent Network,Cairo,Heliopolis
C010665,Peter,Sayed,Male,1983,Mass,Verified,2023-12-31,Paid Social,Cairo,Ain Shams
C010666,Maya,Sayed,Female,2002,Youth,Verified,2024-01-22,Organic,Giza,Faisal - Central
C010667,Hassan,Saad,Male,1981,Mass,Verified,2023-03-22,Paid Social,Alexandria,Smouha
C010668,Ali,Kamal,Male,2005,Youth,Verified,2025-05-27,Corporate Campaign,Dakahlia,Mit Ghamr
C010669,Omar,Soliman,Male,1988,Mass,Verified,2025-04-16,Agent Network,Aswan,Aswan
C010670,Yassin,Soliman,Male,1992,Mass,Verified,2022-08-03,Agent Network,Giza,Imbaba
C010671,Hager,Rizk,Female,1982,Affluent,Pending Review,2024-07-07,Referral,Alexandria,Miami
C010672,Fady,Shawky,Male,1994,Affluent,Verified,2022-08-06,Organic,Assiut,Manfalut - Central
C010673,Mina,Rizk,Male,1993,Affluent,Verified,2024-04-04,Merchant Referral,Giza,Mohandessin
C010674,Jana,Abdelaziz,Female,1988,Mass,Verified,2022-11-10,Referral,Giza,Dokki
C010675,Ibrahim,Ibrahim,Male,1996,Mass,Verified,2025-03-17,Organic,Sohag,Akhmim
C010676,Nancy,Mostafa,Female,1976,Mass,Verified,2023-12-20,Referral,Dakahlia,Mit Ghamr
C010677,Jana,Ashraf,Female,1980,Mass,Verified,2024-09-24,Organic,Cairo,Nasr City
C010678,Hatem,Salah,Male,2000,Mass,Restricted,2023-12-30,Organic,Assiut,Dairut - Central
C010679,Salma,Ahmed,Female,1968,Affluent,Verified,2024-10-25,Organic,Cairo,Nasr City - Central
C010680,Mariam,Farag,Female,1969,Affluent,Verified,2024-01-19,Organic,Beheira,Nubaria
C010681,Tarek,Ahmed,Male,1983,Mass,Verified,2022-03-09,Referral,Giza,Faisal
C010682,Tarek,Helmy,Male,1997,Youth,Verified,2022-01-23,Organic,Giza,Faisal - Central
C010683,Mona,Abdelrahman,Female,1986,Mass,Verified,2025-02-02,Referral,Giza,Mohandessin
C010684,Mina,Ahmed,Male,2004,Youth,Verified,2022-09-19,Merchant Referral,Qalyubia,Qalyub - Central
C010685,Jana,Salah,Female,1989,Affluent,Verified,2022-11-11,Organic,Alexandria,Stanley
C010686,Ali,Rizk,Male,1988,Mass,Verified,2024-04-21,Referral,Giza,Sheikh Zayed
C010687,Farah,Nassar,Female,1981,Mass,Verified,2023-05-16,Agent Network,Dakahlia,Aga - Central
C010688,Ahmed,Kamal,Male,2004,Youth,Verified,2024-06-03,Organic,Giza,Dokki - Central
C010689,Mahmoud,Ali,Male,1990,Mass,Verified,2024-02-05,Organic,South Sinai,Sharm El Sheikh
C010690,Yassin,Mostafa,Male,1978,Mass,Verified,2022-11-18,Agent Network,Cairo,Shubra - Central
C010691,Salma,Ahmed,Female,1966,Affluent,Verified,2024-10-23,Referral,Cairo,Nasr City - Central
C010692,Nancy,Farag,Female,2001,Mass,Pending Review,2024-11-06,Organic,Giza,6th of October - Central
C010693,Omar,Kamal,Male,1998,Mass,Verified,2024-09-13,Referral,Cairo,Shubra
C010694,Aya,Ali,Female,1987,Mass,Verified,2023-02-14,Corporate Campaign,Alexandria,Borg El Arab - Central
C010695,Dina,Samir,Female,1973,Affluent,Verified,2022-05-13,Organic,Sharqia,Abu Hammad
C010696,Hager,Salah,Female,1985,Microbusiness,Verified,2022-03-05,Agent Network,Dakahlia,Aga
C010697,Fady,Saad,Male,1993,Mass,Verified,2025-12-13,Organic,Sharqia,Zagazig - Central
C010698,Ali,Abdelrahman,Male,1996,Mass,Verified,2025-02-12,Corporate Campaign,Qalyubia,Obour - Central
C010699,Maya,Mansour,Female,2001,Mass,Verified,2024-06-03,Organic,Giza,Faisal
C010700,Farah,Mansour,Female,1992,Affluent,Verified,2026-04-08,Organic,Cairo,Nasr City
C010701,Ibrahim,Hassan,Male,2001,Youth,Verified,2026-04-26,Organic,Alexandria,Stanley - Central
C010702,Heba,Gaber,Female,1998,Microbusiness,Verified,2025-12-25,Merchant Referral,Alexandria,Borg El Arab - Central
C010703,Reem,Mostafa,Female,1982,Mass,Verified,2023-10-10,Paid Social,Fayoum,Sinnuris
C010704,Ibrahim,Shawky,Male,1983,Microbusiness,Verified,2024-06-22,Agent Network,Assiut,Assiut - Central
C010705,Sara,Sayed,Female,2000,Youth,Verified,2022-07-13,Referral,Monufia,Ashmoun
C010706,Aya,Saad,Female,1992,Mass,Verified,2024-10-26,Referral,Alexandria,Agami - Central
C010707,Mona,Salah,Female,1967,Affluent,Verified,2024-07-01,Agent Network,North Sinai,Bir El Abd
C010708,Khaled,Ali,Male,1999,Youth,Verified,2022-04-20,Referral,Kafr El Sheikh,Baltim
C010709,Ibrahim,Mahmoud,Male,1975,Mass,Verified,2022-05-17,Agent Network,Cairo,New Cairo - Central
C010710,Mahmoud,Samir,Male,2002,Youth,Verified,2023-07-03,Organic,Kafr El Sheikh,Baltim
C010711,Fady,Sayed,Male,2002,Youth,Verified,2024-06-08,Organic,Assiut,Dairut - Central
C010712,Karim,Fouad,Male,1965,Affluent,Verified,2022-09-08,Agent Network,Qena,Nag Hammadi
C010713,Mariam,Ali,Female,1972,Affluent,Verified,2022-12-06,Corporate Campaign,Alexandria,Miami - Central
C010714,Tarek,Nassar,Male,1990,Mass,Verified,2022-08-09,Merchant Referral,Dakahlia,Aga - Central
C010715,Yassin,Fouad,Male,1971,Microbusiness,Verified,2022-04-30,Agent Network,Cairo,Heliopolis
C010716,Hager,Abdelaziz,Female,1985,Mass,Verified,2024-09-01,Organic,Red Sea,Hurghada
C010717,Khaled,Fouad,Male,1989,Mass,Verified,2026-03-31,Organic,Alexandria,Miami
C010718,Mariam,Sayed,Female,1987,Mass,Verified,2023-08-22,Corporate Campaign,Cairo,Heliopolis
C010719,Nada,Fathy,Female,2007,Youth,Verified,2022-03-12,Organic,Giza,Imbaba - Central
C010720,Sherif,Helmy,Male,1984,Microbusiness,Verified,2024-01-31,Paid Social,Giza,Haram - Central
C010721,Ahmed,Salah,Male,1998,Youth,Verified,2023-09-01,Agent Network,Giza,Sheikh Zayed - Central
C010722,Peter,Mostafa,Male,1980,Mass,Verified,2023-07-07,Paid Social,Giza,Sheikh Zayed - Central
C010723,Youssef,Eid,Male,1988,Affluent,Pending Review,2024-07-28,Organic,Giza,Dokki - Central
C010724,Mariam,Eid,Female,1997,Youth,Verified,2022-02-24,Referral,Beni Suef,Beni Suef - Central
C010725,Mostafa,Mansour,Male,1981,Mass,Verified,2024-05-25,Referral,Giza,Faisal
C010726,Youssef,Saad,Male,2001,Mass,Verified,2026-04-08,Corporate Campaign,Cairo,Nasr City
C010727,Ziad,Fathy,Male,1999,Mass,Verified,2023-10-27,Organic,Giza,Mohandessin
C010728,Nour,Soliman,Female,2000,Youth,Verified,2022-08-25,Organic,Minya,Minya - Central
C010729,Sherif,Ashraf,Male,1987,Mass,Verified,2025-08-25,Referral,Assiut,Manfalut - Central
C010730,Ziad,Farag,Male,1997,Youth,Verified,2025-07-04,Organic,Dakahlia,Talkha
C010731,Hager,Abdelrahman,Female,1988,Affluent,Verified,2023-03-03,Agent Network,Cairo,Mokattam - Central
C010732,Karim,Fouad,Male,1998,Mass,Verified,2022-04-11,Referral,Sharqia,Minya Al Qamh - Central
C010733,Omar,Helmy,Male,2007,Youth,Verified,2023-04-07,Organic,Dakahlia,Aga
C010734,Reem,Nassar,Female,1978,Mass,Verified,2023-04-25,Paid Social,Giza,Sheikh Zayed
C010735,Esraa,Rizk,Female,2004,Youth,Verified,2024-12-14,Organic,Cairo,Ain Shams - Central
C010736,Ahmed,Ibrahim,Male,1987,Mass,Verified,2022-06-14,Organic,Cairo,Mokattam
C010737,Hager,Abdelaziz,Female,1983,Mass,Verified,2022-07-18,Paid Social,Qalyubia,Shubra El Kheima - Central
C010738,Farah,Mahmoud,Female,1996,Youth,Verified,2024-10-11,Merchant Referral,Cairo,Mokattam
C010739,Salma,Ali,Female,1991,Affluent,Verified,2023-01-22,Referral,Giza,Sheikh Zayed - Central
C010740,Tarek,Mahmoud,Male,1987,Mass,Verified,2024-12-29,Referral,Cairo,Ain Shams
C010741,Ziad,Mostafa,Male,2006,Youth,Verified,2025-08-07,Referral,Giza,Imbaba
C010742,Nancy,Ashraf,Female,1972,Microbusiness,Verified,2023-05-29,Paid Social,Giza,Faisal
C010743,Hager,Sayed,Female,1999,Mass,Verified,2022-06-27,Organic,Sharqia,Belbeis
C010744,Mariam,Ahmed,Female,1996,Mass,Verified,2023-07-13,Referral,Giza,Mohandessin - Central
C010745,Mahmoud,Eid,Male,1988,Mass,Verified,2022-07-16,Agent Network,Giza,Sheikh Zayed - Central
C010746,Reem,Salah,Female,1998,Youth,Verified,2022-03-21,Corporate Campaign,Aswan,Aswan
C010747,Fady,Fathy,Male,1996,Microbusiness,Verified,2022-12-17,Referral,Cairo,Maadi
C010748,Yasmin,Fouad,Female,2007,Youth,Verified,2025-02-27,Agent Network,South Sinai,Dahab
C010749,Nour,Mansour,Female,1998,Youth,Verified,2022-02-24,Referral,Giza,Imbaba - Central
C010750,Menna,Saad,Female,1987,Mass,Verified,2023-06-06,Organic,Beheira,Rashid
C010751,Reem,Abdelaziz,Female,1985,Mass,Verified,2025-08-26,Paid Social,Giza,Dokki - Central
C010752,Ziad,Saad,Male,1988,Mass,Verified,2022-11-24,Paid Social,Giza,Haram
C010753,Ziad,Fouad,Male,1965,Affluent,Verified,2024-04-19,Organic,Minya,Beni Mazar - Central
C010754,Yasmin,Gaber,Female,1982,Mass,Verified,2022-12-26,Referral,Minya,Samalut
C010755,Sherif,Abdelrahman,Male,1999,Youth,Verified,2024-06-04,Organic,Dakahlia,Aga - Central
C010756,Hassan,Salah,Male,2004,Youth,Verified,2024-03-07,Referral,Luxor,Luxor
C010757,Heba,Ahmed,Female,1985,Mass,Verified,2025-11-03,Referral,Beheira,Damanhur - Central
C010758,Rania,Ahmed,Female,1981,Microbusiness,Verified,2023-10-03,Referral,Cairo,New Cairo - Central
C010759,Nour,Samir,Female,2005,Youth,Verified,2022-11-18,Organic,Sharqia,Minya Al Qamh
C010760,Khaled,Shawky,Male,1985,Mass,Verified,2024-06-23,Referral,Alexandria,Stanley - Central
C010761,Dina,Rizk,Female,1995,Affluent,Verified,2024-11-16,Paid Social,Giza,Haram
C010762,Ahmed,Sayed,Male,2001,Youth,Verified,2023-06-01,Organic,Cairo,New Cairo
C010763,Khaled,Farag,Male,2006,Youth,Verified,2025-06-24,Referral,Cairo,Mokattam
C010764,Nada,Ahmed,Female,1987,Mass,Verified,2024-07-04,Paid Social,North Sinai,Arish
C010765,Salma,Ahmed,Female,1986,Mass,Verified,2024-06-14,Organic,Cairo,Nasr City - Central
C010766,Yassin,Ibrahim,Male,1991,Microbusiness,Verified,2022-06-30,Referral,Cairo,Shubra
C010767,Ibrahim,Fouad,Male,2000,Mass,Verified,2024-10-13,Agent Network,Cairo,Nasr City
C010768,Dina,Ashraf,Female,1985,Mass,Verified,2022-01-12,Paid Social,Cairo,Heliopolis - Central
C010769,Sara,Mansour,Female,2006,Youth,Verified,2026-02-11,Merchant Referral,Sharqia,Zagazig - Central
C010770,Youssef,Soliman,Male,1972,Affluent,Verified,2022-11-04,Organic,Cairo,Downtown - Central
C010771,Mohamed,Fathy,Male,1999,Youth,Verified,2024-11-06,Merchant Referral,Ismailia,Unknown
C010772,Ali,Ashraf,Male,1994,Mass,Verified,2022-05-30,Referral,Red Sea,Safaga
C010773,Menna,Ashraf,Female,1992,Mass,Verified,2025-04-23,Organic,Giza,Sheikh Zayed
C010774,Sherif,Helmy,Male,2000,Mass,Verified,2022-12-16,Agent Network,Luxor,Armant
C010775,Salma,Salah,Female,1984,Mass,Verified,2024-05-10,Organic,Kafr El Sheikh,Kafr El Sheikh - Central
C010776,Mina,Farag,Male,1993,Affluent,Verified,2022-02-27,Organic,Fayoum,Ibshaway - Central
C010777,Mona,Helmy,Female,1977,Affluent,Verified,2023-08-06,Organic,Alexandria,Agami
C010778,Omar,Ibrahim,Male,2000,Mass,Verified,2024-08-08,Organic,Fayoum,Sinnuris - Central
C010779,Esraa,Sayed,Female,1984,Affluent,Verified,2024-07-16,Agent Network,Cairo,Shubra - Central
C010780,Fady,Shawky,Male,1995,Mass,Verified,2024-05-13,Organic,Cairo,Maadi - Central
C010781,Heba,Farag,Female,2000,Youth,Verified,2022-06-10,Organic,Minya,Minya
C010782,Nour,Mahmoud,Female,2003,Youth,Verified,2024-09-07,Agent Network,Giza,Faisal
C010783,Nancy,Farag,Female,1992,Mass,Verified,2022-03-20,Agent Network,Giza,Faisal - Central
C010784,Mona,Sayed,Female,1998,Mass,Verified,2024-09-29,Paid Social,Sharqia,Minya Al Qamh - Central
C010785,Peter,Kamal,Male,1983,Mass,Verified,2023-05-12,Referral,Luxor,Armant
C010786,Amr,Ibrahim,Male,2005,Youth,Verified,2023-09-23,Organic,Gharbia,El Mahalla El Kubra
C010787,Mohamed,Hassan,Male,2000,Youth,Verified,2025-02-07,Referral,Gharbia,Tanta - Central
C010788,Hager,Nassar,Female,1988,Mass,Verified,2025-12-05,Referral,Aswan,Kom Ombo
C010789,Mona,Fouad,Female,1998,Mass,Verified,2026-03-25,Agent Network,Monufia,Menouf
C010790,Omar,Abdelaziz,Male,1979,Mass,Verified,2024-07-04,Organic,Giza,Imbaba
C010791,Hassan,Mansour,Male,1998,Mass,Verified,2024-11-22,Referral,Giza,Dokki - Central
C010792,Rana,Fouad,Female,1985,Mass,Verified,2023-10-08,Organic,Giza,Haram
C010793,Sara,Gaber,Female,1978,Mass,Verified,2023-01-01,Paid Social,Cairo,Ain Shams
C010794,Mohamed,Sayed,Male,1999,Youth,Verified,2024-06-10,Agent Network,Giza,Imbaba - Central
C010795,Yassin,Mostafa,Male,1978,Mass,Verified,2023-01-12,Merchant Referral,Giza,Sheikh Zayed
C010796,Maya,Saad,Female,1993,Mass,Verified,2024-10-16,Paid Social,Beheira,Kafr El Dawwar - Central
C010797,Hager,Abdelaziz,Female,2001,Youth,Verified,2023-03-24,Corporate Campaign,Cairo,New Cairo - Central
C010798,Menna,Fathy,Female,1987,Mass,Verified,2024-04-26,Referral,Qalyubia,Khanka - Central
C010799,Omar,Eid,Male,2000,Mass,Verified,2023-12-27,Referral,Giza,Haram
C010800,Hatem,Hassan,Male,1988,Mass,Verified,2025-11-05,Paid Social,Cairo,Shubra - Central
C010801,Mostafa,Gaber,Male,1975,Affluent,Verified,2023-09-24,Referral,Giza,6th of October - Central
C010802,Nancy,Salah,Female,1970,Affluent,Verified,2023-08-18,Paid Social,Cairo,Maadi - Central
C010803,Mostafa,Mansour,Male,1998,Youth,Verified,2023-01-29,Paid Social,Cairo,New Cairo - Central
C010804,Jana,Shawky,Female,1999,Microbusiness,Verified,2025-05-04,Corporate Campaign,Alexandria,Sidi Gaber - Central
C010805,Nour,Sayed,Female,2001,Mass,Verified,2023-01-17,Organic,Cairo,Ain Shams - Central
C010806,Ziad,Gaber,Male,1973,Microbusiness,Verified,2023-02-01,Agent Network,Giza,Sheikh Zayed - Central
C010807,Karim,Eid,Male,2003,Youth,Verified,2022-10-15,Agent Network,Fayoum,Fayoum
C010808,Ahmed,Rizk,Male,1990,Mass,Verified,2023-11-03,Organic,Alexandria,Agami
C010809,Omar,Sayed,Male,2001,Youth,Verified,2024-05-25,Organic,Alexandria,Stanley - Central
C010810,Youssef,Fathy,Male,1995,Mass,Pending Review,2024-04-05,Paid Social,Alexandria,Smouha
C010811,Nour,Salah,Female,1990,Mass,Pending Review,2024-12-29,Organic,Qalyubia,Khanka - Central
C010812,Sara,Mahmoud,Female,1980,Mass,Verified,2026-02-07,Referral,Kafr El Sheikh,Baltim - Central
C010813,Yasmin,Ibrahim,Female,1973,Microbusiness,Verified,2024-12-07,Paid Social,Alexandria,Agami
C010814,Esraa,Samir,Female,1979,Mass,Verified,2025-06-07,Organic,Giza,Dokki - Central
C010815,Amr,Ashraf,Male,1982,Mass,Verified,2023-03-08,Paid Social,Giza,Mohandessin - Central
C010816,Rania,Sayed,Female,1998,Mass,Pending Review,2022-12-07,Merchant Referral,Qalyubia,Khanka - Central
C010817,Nada,Ali,Female,1968,Affluent,Verified,2023-08-01,Referral,Cairo,Mokattam
C010818,Jana,Ashraf,Female,1968,Affluent,Verified,2024-08-02,Agent Network,Giza,Faisal
C010819,Reem,Abdelrahman,Female,1973,Affluent,Verified,2024-06-08,Agent Network,Gharbia,Kafr El Zayat
C010820,Ahmed,Nassar,Male,1991,Affluent,Verified,2022-09-21,Merchant Referral,Cairo,Mokattam
C010821,Mahmoud,Salah,Male,2003,Youth,Verified,2022-10-20,Corporate Campaign,Aswan,Edfu
C010822,Khaled,Mahmoud,Male,1988,Mass,Verified,2022-02-21,Organic,Cairo,Ain Shams
C010823,Hatem,Mansour,Male,1972,Affluent,Pending Review,2022-01-01,Paid Social,Beheira,Nubaria - Central
C010824,Tarek,Ali,Male,1999,Mass,Verified,2026-03-02,Agent Network,Cairo,Downtown
C010825,Mona,Samir,Female,1998,Youth,Verified,2024-10-04,Referral,Gharbia,El Mahalla El Kubra
C010826,Sherif,Sayed,Male,2001,Mass,Verified,2025-11-17,Merchant Referral,Qena,Nag Hammadi
C010827,Yassin,Mostafa,Male,2003,Youth,Verified,2024-04-02,Paid Social,Cairo,Nasr City
C010828,Ahmed,Fathy,Male,1991,Mass,Verified,2022-02-02,Referral,Giza,6th of October
C010829,Sherif,Shawky,Male,1984,Mass,Restricted,2023-10-20,Organic,Assiut,Assiut - Central
C010830,Yasmin,Abdelaziz,Female,1997,Mass,Verified,2024-08-20,Organic,Cairo,Nasr City - Central
C010831,Mina,Saad,Male,1975,Affluent,Verified,2023-10-02,Referral,Cairo,Nasr City - Central
C010832,Ahmed,Shawky,Male,1991,Mass,Verified,2026-05-02,Organic,Cairo,Nasr City - Central
C010833,Amr,Shawky,Male,2003,Youth,Verified,2023-08-31,Corporate Campaign,Cairo,Ain Shams
C010834,Ali,Ali,Male,1999,Mass,Verified,2025-04-30,Agent Network,Dakahlia,Belqas - Central
C010835,Peter,Abdelaziz,Male,2001,Youth,Verified,2022-07-21,Corporate Campaign,Giza,Imbaba - Central
C010836,Hassan,Samir,Male,1966,Affluent,Verified,2023-12-12,Organic,Qena,Nag Hammadi
C010837,Tarek,Gaber,Male,1987,Mass,Verified,2026-03-31,Referral,Qalyubia,Obour - Central
C010838,Tarek,Sayed,Male,1999,Mass,Verified,2023-10-05,Paid Social,Alexandria,Miami
C010839,Hatem,Ashraf,Male,1991,Affluent,Verified,2025-06-29,Corporate Campaign,Cairo,Ain Shams
C010840,Nancy,Saad,Female,1994,Mass,Verified,2023-12-29,Organic,Cairo,Mokattam
C010841,Mahmoud,Soliman,Male,1976,Mass,Verified,2025-04-24,Organic,Suez,Ain Sokhna - Central
C010842,Nada,Helmy,Female,1986,Mass,Verified,2022-03-30,Merchant Referral,South Sinai,Dahab
C010843,Salma,Kamal,Female,1996,Mass,Verified,2025-05-19,Organic,Qalyubia,Banha - Central
C010844,Sherif,Fouad,Male,2006,Youth,Verified,2023-11-17,Referral,Cairo,Downtown - Central
C010845,Khaled,Mansour,Male,1994,Mass,Verified,2022-07-25,Paid Social,Dakahlia,Talkha
C010846,Youssef,Ahmed,Male,1983,Mass,Verified,2022-12-27,Merchant Referral,Aswan,Aswan
C010847,Mostafa,Salah,Male,2000,Youth,Verified,2025-10-24,Organic,Cairo,New Cairo
C010848,Reem,Hassan,Female,1989,Mass,Verified,2023-04-04,Merchant Referral,Giza,Sheikh Zayed
C010849,Sara,Nassar,Female,1980,Mass,Verified,2022-09-26,Paid Social,Giza,Haram - Central
C010850,Jana,Hassan,Female,1993,Affluent,Verified,2022-05-26,Agent Network,Cairo,New Cairo - Central
C010851,Omar,Kamal,Male,1971,Affluent,Verified,2022-01-19,Agent Network,Luxor,Armant
C010852,Rana,Fathy,Female,1979,Microbusiness,Verified,2024-10-07,Agent Network,Beheira,Rashid
C010853,Mariam,Ahmed,Female,1985,Mass,Verified,2022-07-06,Referral,Dakahlia,Talkha - Central
C010854,Farah,Rizk,Female,1997,Mass,Verified,2025-09-02,Organic,Suez,Suez - Central
C010855,Omar,Shawky,Male,2001,Youth,Verified,2024-06-04,Corporate Campaign,Gharbia,Zefta - Central
C010856,Menna,Ibrahim,Female,1994,Mass,Verified,2025-11-20,Organic,Ismailia,Fayed
C010857,Rana,Nassar,Female,1987,Mass,Verified,2022-07-31,Referral,Giza,Sheikh Zayed - Central
C010858,Peter,Gaber,Male,1973,Microbusiness,Verified,2022-10-31,Referral,Alexandria,Sidi Gaber - Central
C010859,Mina,Sayed,Male,1996,Mass,Verified,2025-08-28,Agent Network,Cairo,Shubra
C010860,Ali,Ibrahim,Male,1981,Affluent,Verified,2023-03-13,Paid Social,Cairo,Maadi
C010861,Peter,Sayed,Male,1997,Youth,Verified,2023-04-21,Agent Network,Dakahlia,Aga - Central
C010862,Reem,Ahmed,Female,1989,Mass,Verified,2023-08-14,Paid Social,Cairo,Heliopolis
C010863,Hatem,Samir,Male,2006,Youth,Verified,2022-01-03,Agent Network,Giza,6th of October - Central
C010864,Jana,Ibrahim,Female,1994,Mass,Verified,2026-05-26,Paid Social,Sharqia,Zagazig
C010865,Omar,Salah,Male,1993,Mass,Verified,2025-09-13,Agent Network,Cairo,Nasr City - Central
C010866,Tarek,Abdelrahman,Male,1994,Mass,Verified,2023-01-04,Paid Social,Port Said,Port Fouad - Central
C010867,Mariam,Nassar,Female,2007,Youth,Verified,2022-01-19,Paid Social,Alexandria,Agami
C010868,Hager,Farag,Female,2000,Youth,Verified,2025-01-18,Referral,South Sinai,Sharm El Sheikh
C010869,Sherif,Kamal,Male,1975,Mass,Verified,2023-11-29,Paid Social,Cairo,Mokattam - Central
C010870,Ibrahim,Abdelaziz,Male,1978,Mass,Pending Review,2026-03-19,Organic,Monufia,Sadat City
C010871,Hassan,Shawky,Male,1990,Mass,Verified,2022-05-30,Referral,Giza,6th of October - Central
C010872,Maya,Rizk,Female,1992,Mass,Verified,2026-04-27,Paid Social,Giza,Sheikh Zayed - Central
C010873,Nour,Farag,Female,2004,Youth,Verified,2024-09-16,Organic,Fayoum,Fayoum - Central
C010874,Jana,Helmy,Female,2003,Youth,Verified,2022-04-23,Organic,Dakahlia,Aga
C010875,Yassin,Salah,Male,2004,Youth,Verified,2022-08-23,Corporate Campaign,Gharbia,Tanta
C010876,Tarek,Sayed,Male,2000,Youth,Verified,2024-03-21,Merchant Referral,Cairo,Nasr City
C010877,Mona,Ashraf,Female,1987,Mass,Verified,2024-07-24,Organic,Cairo,Maadi
C010878,Sherif,Fouad,Male,2000,Mass,Verified,2022-04-22,Organic,Cairo,Shubra - Central
C010879,Aya,Farag,Female,1996,Youth,Verified,2022-09-01,Paid Social,Cairo,Mokattam
C010880,Ali,Fouad,Male,2005,Youth,Pending Review,2022-03-10,Organic,Alexandria,Agami - Central
C010881,Salma,Hassan,Female,1980,Affluent,Verified,2023-04-29,Paid Social,Dakahlia,Talkha - Central
C010882,Sara,Rizk,Female,1998,Mass,Verified,2022-08-24,Merchant Referral,Giza,Dokki - Central
C010883,Ali,Samir,Male,1998,Mass,Verified,2022-03-08,Merchant Referral,Cairo,Downtown - Central
C010884,Ali,Eid,Male,2006,Youth,Verified,2022-11-14,Corporate Campaign,Port Said,Port Fouad - Central
C010885,Nada,Soliman,Female,1965,Affluent,Verified,2024-12-13,Paid Social,Assiut,Manfalut
C010886,Sherif,Gaber,Male,2001,Youth,Verified,2022-11-11,Organic,South Sinai,El Tor
C010887,Peter,Ashraf,Male,1977,Microbusiness,Verified,2025-12-06,Organic,Giza,Mohandessin
C010888,Ibrahim,Nassar,Male,1975,Mass,Verified,2022-10-31,Referral,Kafr El Sheikh,Baltim
C010889,Reem,Shawky,Female,1988,Mass,Verified,2024-12-20,Referral,Ismailia,Qantara - Central
C010890,Ibrahim,Ibrahim,Male,1996,Youth,Verified,2025-02-03,Paid Social,Gharbia,El Mahalla El Kubra - Central
C010891,Fady,Saad,Male,1997,Youth,Verified,2022-08-12,Organic,Cairo,Mokattam
C010892,Amr,Ali,Male,1980,Mass,Verified,2022-05-22,Referral,Dakahlia,Talkha
C010893,Rana,Abdelrahman,Female,1996,Youth,Verified,2023-07-28,Organic,Giza,Faisal - Central
C010894,Nancy,Abdelrahman,Female,1978,Mass,Verified,2024-03-17,Corporate Campaign,Dakahlia,Mansoura - Central
C010895,Mohamed,Hassan,Male,1998,Youth,Verified,2022-11-16,Referral,Sharqia,Abu Hammad
C010896,Salma,Helmy,Female,1975,Mass,Verified,2022-11-30,Corporate Campaign,Alexandria,Borg El Arab - Central
C010897,Omar,Mostafa,Male,1983,Mass,Verified,2023-04-18,Organic,Aswan,Aswan
C010898,Rania,Soliman,Female,1996,Youth,Verified,2023-10-11,Referral,Sharqia,Minya Al Qamh
C010899,Ziad,Helmy,Male,1997,Youth,Verified,2024-07-13,Referral,Alexandria,Agami
C010900,Menna,Fouad,Female,2000,Mass,Verified,2023-02-23,Paid Social,Giza,Faisal - Central
C010901,Salma,Abdelaziz,Female,1989,Mass,Verified,2024-07-27,Corporate Campaign,Matrouh,Marsa Matrouh
C010902,Mohamed,Ashraf,Male,2000,Mass,Verified,2023-09-29,Agent Network,Sohag,Girga
C010903,Yasmin,Gaber,Female,2000,Youth,Verified,2024-06-26,Organic,Beheira,Nubaria
C010904,Farah,Shawky,Female,1969,Affluent,Verified,2022-08-25,Organic,Kafr El Sheikh,Desouk
C010905,Mona,Mansour,Female,1978,Affluent,Verified,2022-08-08,Agent Network,Monufia,Ashmoun
C010906,Peter,Eid,Male,1983,Mass,Verified,2022-02-22,Paid Social,Giza,Dokki
C010907,Ahmed,Ibrahim,Male,1989,Mass,Verified,2024-05-02,Referral,Beheira,Damanhur
C010908,Mina,Gaber,Male,1990,Mass,Pending Review,2025-06-20,Organic,Giza,6th of October - Central
C010909,Mona,Saad,Female,1981,Mass,Verified,2022-09-24,Organic,Alexandria,Sidi Gaber - Central
C010910,Dina,Ali,Female,1975,Mass,Verified,2024-10-03,Merchant Referral,Cairo,Nasr City - Central
C010911,Tarek,Soliman,Male,1992,Mass,Verified,2022-12-10,Referral,Beni Suef,Beni Suef - Central
C010912,Hatem,Mostafa,Male,1969,Affluent,Verified,2024-08-09,Referral,Cairo,New Cairo - Central
C010913,Hager,Gaber,Female,1985,Mass,Verified,2024-10-23,Merchant Referral,Cairo,Downtown
C010914,Yasmin,Farag,Female,1983,Affluent,Verified,2023-03-04,Organic,Cairo,Mokattam
C010915,Mariam,Ashraf,Female,1993,Affluent,Verified,2023-05-19,Merchant Referral,Alexandria,Stanley
C010916,Esraa,Salah,Female,1996,Mass,Verified,2024-07-14,Organic,Qalyubia,Banha
C010917,Jana,Gaber,Female,1965,Affluent,Verified,2024-10-04,Merchant Referral,Fayoum,Fayoum
C010918,Fady,Shawky,Male,2007,Youth,Verified,2025-07-31,Paid Social,Sharqia,Minya Al Qamh - Central
C010919,Ahmed,Farag,Male,1997,Youth,Verified,2023-02-20,Referral,Cairo,Ain Shams
C010920,Sara,Samir,Female,2004,Youth,Verified,2025-09-05,Referral,Beheira,Rashid
C010921,Yasmin,Saad,Female,2000,Mass,Verified,2024-06-22,Referral,Sohag,Girga
C010922,Karim,Farag,Male,1981,Mass,Verified,2022-09-01,Merchant Referral,Giza,Haram - Central
C010923,Mostafa,Nassar,Male,1977,Mass,Verified,2023-12-02,Merchant Referral,Dakahlia,Aga
C010924,Tarek,Abdelrahman,Male,1980,Mass,Verified,2023-11-30,Referral,Cairo,Mokattam - Central
